当前比赛序号,当前主队,当前客队,历史比赛序号,历史比赛结果,历史PRO_最终预测结果,历史PRO_gap,历史PRO融合模型预测结果,历史PRO融合模型_gap,历史主队,历史客队,PRO_pattern_0_1_2,PRO_pattern_1_2_3,PRO_pattern_2_3_4,ENS_pattern_0_1_2,ENS_pattern_1_2_3,ENS_pattern_2_3_4,,parity,parity(严格）,,,,,,,,,,,,,,,,,,,
240,"
","
",1987,平局,平局,0.3413,平局,0.0003,34,"
","
",0,0,0,0,1,0,1,1,"0.31,0.19,0.34,0.25,0.23",1,0.19|0.25|0.31,0.19|0.25|0.31,"0.03,0.06,0.00,0.08,0.13",1,0.00|0.03|0.06,0.00|0.03|0.06;0.03|0.08|0.13,"2.90,2.90,3.00,3.22,3.00",0,0,,,,,,,,
240,"
","
",792,客胜,平局,0.2517,平局,0.0898,33,"
","
",0,0,0,0,1,0,1,1,"0.31,0.19,0.34,0.25,0.23",1,0.19|0.25|0.31,0.19|0.25|0.31,"0.03,0.06,0.00,0.08,0.13",1,0.00|0.03|0.06,0.00|0.03|0.06;0.03|0.08|0.13,"2.90,2.90,3.00,3.22,3.00",0,0,,,,,,,,
240,"
","
",1847,平局,平局,0.238,平局,0.1381,36,"
","
",0,0,0,0,1,0,1,1,"0.31,0.19,0.34,0.25,0.23",1,0.19|0.25|0.31,0.19|0.25|0.31,"0.03,0.06,0.00,0.08,0.13",1,0.00|0.03|0.06,0.00|0.03|0.06;0.03|0.08|0.13,"2.90,2.90,3.00,3.22,3.00",0,0,,,,,,,,
"
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
",,,,,,,,
241,"
","
",2139,客胜,主胜,0.0878,客胜,0.0208,10,"
","
",0,0,0,0,1,1,2,0,"0.08,0.26,0.18,0.19,0.09",0,"
","
","0.02,0.01,0.12,0.09,0.08",0,"
","
","3.00,3.10,2.85,2.80,3.00",0,0,,,,,,,,
241,"
","
",1822,客胜,主胜,0.2626,客胜,0.0198,27,"
","
",0,0,0,0,1,1,2,0,"0.08,0.26,0.18,0.19,0.09",0,"
","
","0.02,0.01,0.12,0.09,0.08",0,"
","
","3.00,3.10,2.85,2.80,3.00",0,0,,,,,,,,
241,"
","
",799,客胜,主胜,0.1811,客胜,0.1238,30,"
","
",0,0,0,0,1,1,2,0,"0.08,0.26,0.18,0.19,0.09",0,"
","
","0.02,0.01,0.12,0.09,0.08",0,"
","
","3.00,3.10,2.85,2.80,3.00",0,0,,,,,,,,
241,"
","
",1522,客胜,主胜,0.1969,客胜,0.0967,28,"
","
",0,0,0,0,1,1,2,0,"0.08,0.26,0.18,0.19,0.09",0,"
","
","0.02,0.01,0.12,0.09,0.08",0,"
","
","3.00,3.10,2.85,2.80,3.00",0,0,,,,,,,,
241,"
","
",1510,客胜,主胜,0.0948,客胜,0.0819,17,"
","
",0,0,0,0,1,1,2,0,"0.08,0.26,0.18,0.19,0.09",0,"
","
","0.02,0.01,0.12,0.09,0.08",0,"
","
","3.00,3.10,2.85,2.80,3.00",0,0,,,,,,,,
"
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
",,,,,,,,
242,"
","
",2138,客胜,客胜,0.1839,平局,0.0028,18,"
","
",1,0,1,0,0,0,2,0,"0.18,0.34,0.17,0.34,0.34",0,"
","
","0.00,0.00,0.18,0.06,0.00",0,"
","
","1.90,1.91,1.95,1.95,1.95",0,0,,,,,,,,
242,"
","
",1266,平局,客胜,0.3458,平局,0.0073,34,"
","
",1,0,1,0,0,0,2,0,"0.18,0.34,0.17,0.34,0.34",0,"
","
","0.00,0.00,0.18,0.06,0.00",0,"
","
","1.90,1.91,1.95,1.95,1.95",0,0,,,,,,,,
242,"
","
",1630,平局,客胜,0.1756,平局,0.1867,35,"
","
",1,0,1,0,0,0,2,0,"0.18,0.34,0.17,0.34,0.34",0,"
","
","0.00,0.00,0.18,0.06,0.00",0,"
","
","1.90,1.91,1.95,1.95,1.95",0,0,,,,,,,,
242,"
","
",311,平局,客胜,0.3475,平局,0.0637,40,"
","
",1,0,1,0,0,0,2,0,"0.18,0.34,0.17,0.34,0.34",0,"
","
","0.00,0.00,0.18,0.06,0.00",0,"
","
","1.90,1.91,1.95,1.95,1.95",0,0,,,,,,,,
242,"
","
",310,平局,客胜,0.3459,平局,0.0026,34,"
","
",1,0,1,0,0,0,2,0,"0.18,0.34,0.17,0.34,0.34",0,"
","
","0.00,0.00,0.18,0.06,0.00",0,"
","
","1.90,1.91,1.95,1.95,1.95",0,0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,"
","
",250,平局,主胜,0.1878,平局,0.0696,24,"
","
",0,0,0,1,2,2,5,1,"0.18,0.06,0.14,0.23,0.20",0,"
","
","0.06,0.07,0.13,0.08,0.17",1,0.06|0.07|0.08,0.06|0.07|0.08,"1.95,1.95,2.10,1.96,2.00",0,0,,,,,,,,
243,"
","
",2220,客胜,主胜,0.0623,平局,0.0798,13,"
","
",0,0,0,1,2,2,5,1,"0.18,0.06,0.14,0.23,0.20",0,"
","
","0.06,0.07,0.13,0.08,0.17",1,0.06|0.07|0.08,0.06|0.07|0.08,"1.95,1.95,2.10,1.96,2.00",0,0,,,,,,,,
243,"
","
",1067,平局,主胜,0.141,平局,0.1394,27,"
","
",0,0,0,1,2,2,5,1,"0.18,0.06,0.14,0.23,0.20",0,"
","
","0.06,0.07,0.13,0.08,0.17",1,0.06|0.07|0.08,0.06|0.07|0.08,"1.95,1.95,2.10,1.96,2.00",0,0,,,,,,,,
243,"
","
",1120,主胜,主胜,0.2393,平局,0.0841,31,"
","
",0,0,0,1,2,2,5,1,"0.18,0.06,0.14,0.23,0.20",0,"
","
","0.06,0.07,0.13,0.08,0.17",1,0.06|0.07|0.08,0.06|0.07|0.08,"1.95,1.95,2.10,1.96,2.00",0,0,,,,,,,,
243,"
","
",1291,平局,主胜,0.2057,平局,0.1785,37,"
","
",0,0,0,1,2,2,5,1,"0.18,0.06,0.14,0.23,0.20",0,"
","
","0.06,0.07,0.13,0.08,0.17",1,0.06|0.07|0.08,0.06|0.07|0.08,"1.95,1.95,2.10,1.96,2.00",0,0,,,,,,,,
"
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
",,,,,,,,
244,"
","
",700,主胜,主胜,0.1889,主胜,0.0756,25,"
","
",0,0,0,0,0,1,1,1,"0.18,0.29,0.36,0.08,0.43",1,0.29|0.36|0.43,0.29|0.36|0.43,"0.07,0.04,0.01,0.01,0.00",1,0.01|0.04|0.07,0.01|0.04|0.07,"1.62,1.60,1.70,1.59,1.67",1,1,,,,,,,,
244,"
","
",573,主胜,主胜,0.292,主胜,0.048,33,"
","
",0,0,0,0,0,1,1,1,"0.18,0.29,0.36,0.08,0.43",1,0.29|0.36|0.43,0.29|0.36|0.43,"0.07,0.04,0.01,0.01,0.00",1,0.01|0.04|0.07,0.01|0.04|0.07,"1.62,1.60,1.70,1.59,1.67",1,1,,,,,,,,
244,"
","
",843,主胜,主胜,0.3657,主胜,0.0175,37,"
","
",0,0,0,0,0,1,1,1,"0.18,0.29,0.36,0.08,0.43",1,0.29|0.36|0.43,0.29|0.36|0.43,"0.07,0.04,0.01,0.01,0.00",1,0.01|0.04|0.07,0.01|0.04|0.07,"1.62,1.60,1.70,1.59,1.67",1,1,,,,,,,,
244,"
","
",2267,平局,主胜,0.0895,主胜,0.0181,9,"
","
",0,0,0,0,0,1,1,1,"0.18,0.29,0.36,0.08,0.43",1,0.29|0.36|0.43,0.29|0.36|0.43,"0.07,0.04,0.01,0.01,0.00",1,0.01|0.04|0.07,0.01|0.04|0.07,"1.62,1.60,1.70,1.59,1.67",1,1,,,,,,,,
244,"
","
",748,主胜,主胜,0.438,主胜,0.0052,43,"
","
",0,0,0,0,0,1,1,1,"0.18,0.29,0.36,0.08,0.43",1,0.29|0.36|0.43,0.29|0.36|0.43,"0.07,0.04,0.01,0.01,0.00",1,0.01|0.04|0.07,0.01|0.04|0.07,"1.62,1.60,1.70,1.59,1.67",1,1,,,,,,,,
"
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
",,,,,,,,
245,"
","
",358,客胜,客胜,0.2556,客胜,0.1762,42,"
","
",0,1,0,1,2,1,5,1,"0.25,0.18,0.30,0.37,0.27",0,"
","
","0.17,0.18,0.11,0.07,0.17",0,"
","
","3.90,3.80,4.00,4.08,4.00",1,2,,,,,,,,
245,"
","
",2282,客胜,客胜,0.1892,客胜,0.1821,36,"
","
",0,1,0,1,2,1,5,1,"0.25,0.18,0.30,0.37,0.27",0,"
","
","0.17,0.18,0.11,0.07,0.17",0,"
","
","3.90,3.80,4.00,4.08,4.00",1,2,,,,,,,,
245,"
","
",1809,平局,客胜,0.3063,客胜,0.1151,41,"
","
",0,1,0,1,2,1,5,1,"0.25,0.18,0.30,0.37,0.27",0,"
","
","0.17,0.18,0.11,0.07,0.17",0,"
","
","3.90,3.80,4.00,4.08,4.00",1,2,,,,,,,,
245,"
","
",2083,客胜,客胜,0.3768,客胜,0.0781,44,"
","
",0,1,0,1,2,1,5,1,"0.25,0.18,0.30,0.37,0.27",0,"
","
","0.17,0.18,0.11,0.07,0.17",0,"
","
","3.90,3.80,4.00,4.08,4.00",1,2,,,,,,,,
245,"
","
",228,客胜,客胜,0.2751,客胜,0.1761,44,"
","
",0,1,0,1,2,1,5,1,"0.25,0.18,0.30,0.37,0.27",0,"
","
","0.17,0.18,0.11,0.07,0.17",0,"
","
","3.90,3.80,4.00,4.08,4.00",1,2,,,,,,,,
"
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
",,,,,,,,
246,"
","
",843,主胜,主胜,0.3657,主胜,0.0175,37,"
","
",0,0,1,0,0,0,1,1,"0.36,0.43,0.29,0.49,0.51",1,0.29|0.36|0.43,0.29|0.36|0.43,"0.01,0.00,0.04,0.00,0.00",0,"
","
","1.73,1.80,1.85,1.68,1.80",0,0,,,,,,,,
246,"
","
",748,主胜,主胜,0.438,主胜,0.0052,43,"
","
",0,0,1,0,0,0,1,1,"0.36,0.43,0.29,0.49,0.51",1,0.29|0.36|0.43,0.29|0.36|0.43,"0.01,0.00,0.04,0.00,0.00",0,"
","
","1.73,1.80,1.85,1.68,1.80",0,0,,,,,,,,
246,"
","
",573,主胜,主胜,0.292,主胜,0.048,33,"
","
",0,0,1,0,0,0,1,1,"0.36,0.43,0.29,0.49,0.51",1,0.29|0.36|0.43,0.29|0.36|0.43,"0.01,0.00,0.04,0.00,0.00",0,"
","
","1.73,1.80,1.85,1.68,1.80",0,0,,,,,,,,
246,"
","
",2071,主胜,主胜,0.499,主胜,0.0025,49,"
","
",0,0,1,0,0,0,1,1,"0.36,0.43,0.29,0.49,0.51",1,0.29|0.36|0.43,0.29|0.36|0.43,"0.01,0.00,0.04,0.00,0.00",0,"
","
","1.73,1.80,1.85,1.68,1.80",0,0,,,,,,,,
246,"
","
",1319,主胜,主胜,0.5163,主胜,0.0025,51,"
","
",0,0,1,0,0,0,1,1,"0.36,0.43,0.29,0.49,0.51",1,0.29|0.36|0.43,0.29|0.36|0.43,"0.01,0.00,0.04,0.00,0.00",0,"
","
","1.73,1.80,1.85,1.68,1.80",0,0,,,,,,,,
"
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
",,,,,,,,
247,"
","
",966,主胜,平局,0.197,平局,0.0603,25,"
","
",0,0,0,0,0,2,2,0,"0.19,0.08,0.16,0.08,0.23",0,"
","
","0.06,0.01,0.15,0.19,0.13",0,"
","
","1.95,1.95,1.97,2.08,1.91",0,0,,,,,,,,
247,"
","
",937,客胜,平局,0.0868,平局,0.011,9,"
","
",0,0,0,0,0,2,2,0,"0.19,0.08,0.16,0.08,0.23",0,"
","
","0.06,0.01,0.15,0.19,0.13",0,"
","
","1.95,1.95,1.97,2.08,1.91",0,0,,,,,,,,
247,"
","
",166,平局,平局,0.1649,平局,0.1545,31,"
","
",0,0,0,0,0,2,2,0,"0.19,0.08,0.16,0.08,0.23",0,"
","
","0.06,0.01,0.15,0.19,0.13",0,"
","
","1.95,1.95,1.97,2.08,1.91",0,0,,,,,,,,
247,"
","
",2243,平局,平局,0.0804,平局,0.1964,27,"
","
",0,0,0,0,0,2,2,0,"0.19,0.08,0.16,0.08,0.23",0,"
","
","0.06,0.01,0.15,0.19,0.13",0,"
","
","1.95,1.95,1.97,2.08,1.91",0,0,,,,,,,,
247,"
","
",1847,平局,平局,0.238,平局,0.1381,36,"
","
",0,0,0,0,0,2,2,0,"0.19,0.08,0.16,0.08,0.23",0,"
","
","0.06,0.01,0.15,0.19,0.13",0,"
","
","1.95,1.95,1.97,2.08,1.91",0,0,,,,,,,,
"
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
",,,,,,,,
248,"
","
",700,主胜,主胜,0.1889,主胜,0.0756,25,"
","
",0,1,0,0,0,0,1,1,"0.18,0.08,0.12,0.13,0.25",1,0.08|0.13|0.18,0.08|0.13|0.18,"0.07,0.01,0.19,0.24,0.19",0,"
","
","1.53,1.55,1.55,1.52,1.53",1,4,,,,,,,,
248,"
","
",2267,平局,主胜,0.0895,主胜,0.0181,9,"
","
",0,1,0,0,0,0,1,1,"0.18,0.08,0.12,0.13,0.25",1,0.08|0.13|0.18,0.08|0.13|0.18,"0.07,0.01,0.19,0.24,0.19",0,"
","
","1.53,1.55,1.55,1.52,1.53",1,4,,,,,,,,
248,"
","
",1459,主胜,主胜,0.1203,主胜,0.1983,31,"
","
",0,1,0,0,0,0,1,1,"0.18,0.08,0.12,0.13,0.25",1,0.08|0.13|0.18,0.08|0.13|0.18,"0.07,0.01,0.19,0.24,0.19",0,"
","
","1.53,1.55,1.55,1.52,1.53",1,4,,,,,,,,
248,"
","
",1354,主胜,主胜,0.135,主胜,0.2494,37,"
","
",0,1,0,0,0,0,1,1,"0.18,0.08,0.12,0.13,0.25",1,0.08|0.13|0.18,0.08|0.13|0.18,"0.07,0.01,0.19,0.24,0.19",0,"
","
","1.53,1.55,1.55,1.52,1.53",1,4,,,,,,,,
248,"
","
",1414,主胜,主胜,0.2507,主胜,0.1908,44,"
","
",0,1,0,0,0,0,1,1,"0.18,0.08,0.12,0.13,0.25",1,0.08|0.13|0.18,0.08|0.13|0.18,"0.07,0.01,0.19,0.24,0.19",0,"
","
","1.53,1.55,1.55,1.52,1.53",1,4,,,,,,,,
"
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
",,,,,,,,
249,"
","
",2042,平局,客胜,0.2038,客胜,0.0045,20,"
","
",0,0,1,0,1,0,2,0,"0.20,0.39,0.39,0.37,0.20",0,"
","
","0.00,0.02,0.02,0.07,0.02",0,"
","
","3.30,3.30,3.15,2.85,3.30",0,0,,,,,,,,
249,"
","
",2206,主胜,客胜,0.3931,客胜,0.0263,41,"
","
",0,0,1,0,1,0,2,0,"0.20,0.39,0.39,0.37,0.20",0,"
","
","0.00,0.02,0.02,0.07,0.02",0,"
","
","3.30,3.30,3.15,2.85,3.30",0,0,,,,,,,,
249,"
","
",2033,主胜,客胜,0.3935,客胜,0.02,41,"
","
",0,0,1,0,1,0,2,0,"0.20,0.39,0.39,0.37,0.20",0,"
","
","0.00,0.02,0.02,0.07,0.02",0,"
","
","3.30,3.30,3.15,2.85,3.30",0,0,,,,,,,,
249,"
","
",2083,客胜,客胜,0.3768,客胜,0.0781,44,"
","
",0,0,1,0,1,0,2,0,"0.20,0.39,0.39,0.37,0.20",0,"
","
","0.00,0.02,0.02,0.07,0.02",0,"
","
","3.30,3.30,3.15,2.85,3.30",0,0,,,,,,,,
249,"
","
",1537,客胜,客胜,0.2057,客胜,0.0226,22,"
","
",0,0,1,0,1,0,2,0,"0.20,0.39,0.39,0.37,0.20",0,"
","
","0.00,0.02,0.02,0.07,0.02",0,"
","
","3.30,3.30,3.15,2.85,3.30",0,0,,,,,,,,
"
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
",,,,,,,,
250,"
","
",256,客胜,客胜,0.5361,客胜,0.1518,68,"
","
",0,0,0,1,1,1,3,1,"0.53,0.55,0.57,0.46,0.52",1,0.53|0.55|0.57,0.53|0.55|0.57,"0.15,0.10,0.10,0.12,0.09",1,0.09|0.12|0.15,0.09|0.12|0.15,"6.00,5.50,6.00,5.63,5.80",0,0,,,,,,,,
250,"
","
",1911,客胜,客胜,0.5527,客胜,0.1049,65,"
","
",0,0,0,1,1,1,3,1,"0.53,0.55,0.57,0.46,0.52",1,0.53|0.55|0.57,0.53|0.55|0.57,"0.15,0.10,0.10,0.12,0.09",1,0.09|0.12|0.15,0.09|0.12|0.15,"6.00,5.50,6.00,5.63,5.80",0,0,,,,,,,,
250,"
","
",1516,客胜,客胜,0.5748,客胜,0.1078,67,"
","
",0,0,0,1,1,1,3,1,"0.53,0.55,0.57,0.46,0.52",1,0.53|0.55|0.57,0.53|0.55|0.57,"0.15,0.10,0.10,0.12,0.09",1,0.09|0.12|0.15,0.09|0.12|0.15,"6.00,5.50,6.00,5.63,5.80",0,0,,,,,,,,
250,"
","
",1231,客胜,客胜,0.4637,客胜,0.1235,58,"
","
",0,0,0,1,1,1,3,1,"0.53,0.55,0.57,0.46,0.52",1,0.53|0.55|0.57,0.53|0.55|0.57,"0.15,0.10,0.10,0.12,0.09",1,0.09|0.12|0.15,0.09|0.12|0.15,"6.00,5.50,6.00,5.63,5.80",0,0,,,,,,,,
250,"
","
",1465,客胜,客胜,0.524,客胜,0.0973,61,"
","
",0,0,0,1,1,1,3,1,"0.53,0.55,0.57,0.46,0.52",1,0.53|0.55|0.57,0.53|0.55|0.57,"0.15,0.10,0.10,0.12,0.09",1,0.09|0.12|0.15,0.09|0.12|0.15,"6.00,5.50,6.00,5.63,5.80",0,0,,,,,,,,
"
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
",,,,,,,,
251,"
","
",2220,客胜,主胜,0.0623,平局,0.0798,13,"
","
",0,1,0,0,2,1,4,0,"0.06,0.18,0.14,0.12,0.17",1,0.06|0.12|0.18,0.06|0.12|0.18,"0.07,0.06,0.13,0.16,0.21",0,"
","
","2.10,2.05,2.05,2.05,2.10",0,0,,,,,,,,
251,"
","
",250,平局,主胜,0.1878,平局,0.0696,24,"
","
",0,1,0,0,2,1,4,0,"0.06,0.18,0.14,0.12,0.17",1,0.06|0.12|0.18,0.06|0.12|0.18,"0.07,0.06,0.13,0.16,0.21",0,"
","
","2.10,2.05,2.05,2.05,2.10",0,0,,,,,,,,
251,"
","
",1067,平局,主胜,0.141,平局,0.1394,27,"
","
",0,1,0,0,2,1,4,0,"0.06,0.18,0.14,0.12,0.17",1,0.06|0.12|0.18,0.06|0.12|0.18,"0.07,0.06,0.13,0.16,0.21",0,"
","
","2.10,2.05,2.05,2.05,2.10",0,0,,,,,,,,
251,"
","
",2047,平局,主胜,0.1243,平局,0.1643,28,"
","
",0,1,0,0,2,1,4,0,"0.06,0.18,0.14,0.12,0.17",1,0.06|0.12|0.18,0.06|0.12|0.18,"0.07,0.06,0.13,0.16,0.21",0,"
","
","2.10,2.05,2.05,2.05,2.10",0,0,,,,,,,,
251,"
","
",1825,平局,主胜,0.1701,平局,0.2128,38,"
","
",0,1,0,0,2,1,4,0,"0.06,0.18,0.14,0.12,0.17",1,0.06|0.12|0.18,0.06|0.12|0.18,"0.07,0.06,0.13,0.16,0.21",0,"
","
","2.10,2.05,2.05,2.05,2.10",0,0,,,,,,,,
"
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
",,,,,,,,
252,"
","
",2282,客胜,客胜,0.1892,客胜,0.1821,36,"
","
",1,0,1,0,0,0,2,0,"0.18,0.25,0.16,0.27,0.18",0,"
","
","0.18,0.17,0.30,0.17,0.17",0,"
","
","3.75,3.60,3.85,3.59,3.60",0,0,,,,,,,,
252,"
","
",358,客胜,客胜,0.2556,客胜,0.1762,42,"
","
",1,0,1,0,0,0,2,0,"0.18,0.25,0.16,0.27,0.18",0,"
","
","0.18,0.17,0.30,0.17,0.17",0,"
","
","3.75,3.60,3.85,3.59,3.60",0,0,,,,,,,,
252,"
","
",1997,客胜,客胜,0.1686,客胜,0.3095,46,"
","
",1,0,1,0,0,0,2,0,"0.18,0.25,0.16,0.27,0.18",0,"
","
","0.18,0.17,0.30,0.17,0.17",0,"
","
","3.75,3.60,3.85,3.59,3.60",0,0,,,,,,,,
252,"
","
",228,客胜,客胜,0.2751,客胜,0.1761,44,"
","
",1,0,1,0,0,0,2,0,"0.18,0.25,0.16,0.27,0.18",0,"
","
","0.18,0.17,0.30,0.17,0.17",0,"
","
","3.75,3.60,3.85,3.59,3.60",0,0,,,,,,,,
252,"
","
",2027,客胜,客胜,0.1898,客胜,0.1786,35,"
","
",1,0,1,0,0,0,2,0,"0.18,0.25,0.16,0.27,0.18",0,"
","
","0.18,0.17,0.30,0.17,0.17",0,"
","
","3.75,3.60,3.85,3.59,3.60",0,0,,,,,,,,
"
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
",,,,,,,,
253,"
","
",14,客胜,平局,0.1469,客胜,0.1402,28,"
","
",0,0,0,1,0,1,2,0,"0.14,0.11,0.26,0.33,0.28",0,"
","
","0.14,0.09,0.12,0.13,0.06",1,0.12|0.13|0.14,0.06|0.09|0.12;0.12|0.13|0.14,"3.00,2.90,2.75,2.81,3.00",1,2,,,,,,,,
253,"
","
",344,客胜,平局,0.1132,客胜,0.0934,20,"
","
",0,0,0,1,0,1,2,0,"0.14,0.11,0.26,0.33,0.28",0,"
","
","0.14,0.09,0.12,0.13,0.06",1,0.12|0.13|0.14,0.06|0.09|0.12;0.12|0.13|0.14,"3.00,2.90,2.75,2.81,3.00",1,2,,,,,,,,
253,"
","
",2104,客胜,平局,0.2617,客胜,0.1278,38,"
","
",0,0,0,1,0,1,2,0,"0.14,0.11,0.26,0.33,0.28",0,"
","
","0.14,0.09,0.12,0.13,0.06",1,0.12|0.13|0.14,0.06|0.09|0.12;0.12|0.13|0.14,"3.00,2.90,2.75,2.81,3.00",1,2,,,,,,,,
253,"
","
",258,主胜,平局,0.3342,客胜,0.1316,46,"
","
",0,0,0,1,0,1,2,0,"0.14,0.11,0.26,0.33,0.28",0,"
","
","0.14,0.09,0.12,0.13,0.06",1,0.12|0.13|0.14,0.06|0.09|0.12;0.12|0.13|0.14,"3.00,2.90,2.75,2.81,3.00",1,2,,,,,,,,
253,"
","
",1895,客胜,平局,0.2832,客胜,0.0619,34,"
","
",0,0,0,1,0,1,2,0,"0.14,0.11,0.26,0.33,0.28",0,"
","
","0.14,0.09,0.12,0.13,0.06",1,0.12|0.13|0.14,0.06|0.09|0.12;0.12|0.13|0.14,"3.00,2.90,2.75,2.81,3.00",1,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,"
","
",2282,客胜,客胜,0.1892,客胜,0.1821,36,"
","
",0,0,0,1,0,0,1,1,"0.18,0.01,0.06,0.25,0.08",0,"
","
","0.18,0.04,0.02,0.17,0.11",1,0.04|0.11|0.18,0.04|0.11|0.18,"3.10,3.20,3.15,3.37,3.20",1,2,,,,,,,,
254,"
","
",693,客胜,客胜,0.016,客胜,0.0427,5,"
","
",0,0,0,1,0,0,1,1,"0.18,0.01,0.06,0.25,0.08",0,"
","
","0.18,0.04,0.02,0.17,0.11",1,0.04|0.11|0.18,0.04|0.11|0.18,"3.10,3.20,3.15,3.37,3.20",1,2,,,,,,,,
254,"
","
",2149,主胜,客胜,0.068,客胜,0.0299,8,"
","
",0,0,0,1,0,0,1,1,"0.18,0.01,0.06,0.25,0.08",0,"
","
","0.18,0.04,0.02,0.17,0.11",1,0.04|0.11|0.18,0.04|0.11|0.18,"3.10,3.20,3.15,3.37,3.20",1,2,,,,,,,,
254,"
","
",358,客胜,客胜,0.2556,客胜,0.1762,42,"
","
",0,0,0,1,0,0,1,1,"0.18,0.01,0.06,0.25,0.08",0,"
","
","0.18,0.04,0.02,0.17,0.11",1,0.04|0.11|0.18,0.04|0.11|0.18,"3.10,3.20,3.15,3.37,3.20",1,2,,,,,,,,
254,"
","
",1555,客胜,客胜,0.0843,客胜,0.1135,19,"
","
",0,0,0,1,0,0,1,1,"0.18,0.01,0.06,0.25,0.08",0,"
","
","0.18,0.04,0.02,0.17,0.11",1,0.04|0.11|0.18,0.04|0.11|0.18,"3.10,3.20,3.15,3.37,3.20",1,2,,,,,,,,
"
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
",,,,,,,,
255,"
","
",799,客胜,主胜,0.1811,客胜,0.1238,30,"
","
",0,0,1,1,1,3,6,0,"0.18,0.19,0.26,0.08,0.09",0,"
","
","0.12,0.09,0.01,0.02,0.08",0,"
","
","3.60,3.30,3.30,3.81,3.25",0,0,,,,,,,,
255,"
","
",1522,客胜,主胜,0.1969,客胜,0.0967,28,"
","
",0,0,1,1,1,3,6,0,"0.18,0.19,0.26,0.08,0.09",0,"
","
","0.12,0.09,0.01,0.02,0.08",0,"
","
","3.60,3.30,3.30,3.81,3.25",0,0,,,,,,,,
255,"
","
",1822,客胜,主胜,0.2626,客胜,0.0198,27,"
","
",0,0,1,1,1,3,6,0,"0.18,0.19,0.26,0.08,0.09",0,"
","
","0.12,0.09,0.01,0.02,0.08",0,"
","
","3.60,3.30,3.30,3.81,3.25",0,0,,,,,,,,
255,"
","
",2139,客胜,主胜,0.0878,客胜,0.0208,10,"
","
",0,0,1,1,1,3,6,0,"0.18,0.19,0.26,0.08,0.09",0,"
","
","0.12,0.09,0.01,0.02,0.08",0,"
","
","3.60,3.30,3.30,3.81,3.25",0,0,,,,,,,,
255,"
","
",1510,客胜,主胜,0.0948,客胜,0.0819,17,"
","
",0,0,1,1,1,3,6,0,"0.18,0.19,0.26,0.08,0.09",0,"
","
","0.12,0.09,0.01,0.02,0.08",0,"
","
","3.60,3.30,3.30,3.81,3.25",0,0,,,,,,,,
"
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
",,,,,,,,
256,"
","
",2042,平局,客胜,0.2038,客胜,0.0045,20,"
","
",0,0,1,0,0,0,1,1,"0.20,0.06,0.20,0.39,0.39",0,"
","
","0.00,0.02,0.02,0.02,0.02",0,"
","
","3.10,3.00,2.80,2.80,3.00",0,0,,,,,,,,
256,"
","
",2149,主胜,客胜,0.068,客胜,0.0299,8,"
","
",0,0,1,0,0,0,1,1,"0.20,0.06,0.20,0.39,0.39",0,"
","
","0.00,0.02,0.02,0.02,0.02",0,"
","
","3.10,3.00,2.80,2.80,3.00",0,0,,,,,,,,
256,"
","
",1537,客胜,客胜,0.2057,客胜,0.0226,22,"
","
",0,0,1,0,0,0,1,1,"0.20,0.06,0.20,0.39,0.39",0,"
","
","0.00,0.02,0.02,0.02,0.02",0,"
","
","3.10,3.00,2.80,2.80,3.00",0,0,,,,,,,,
