比赛编号,PRO_pattern_0_1_2,PRO_pattern_1_2_3,PRO_pattern_2_3_4,ENS_pattern_0_1_2,ENS_pattern_1_2_3,ENS_pattern_2_3_4,比赛结果
2015,(11)0-11,(7)2-9,(9)0-9,(0)1-1,(0)1-1,(0)1-1,主胜
2016,(2)3-1,(2)3-1,(1)2-1,(1)0-1,(1)0-1,(1)0-1,主胜
2017,(3)0-3,(1)0-1,(1)0-1,(8)0-8,(10)0-10,(8)10-2,主胜
2018,(2)0-2,(0)1-1,(0)1-1,(4)1-5,(3)9-6,(12)15-3,平局
2019,(1)0-1,(5)1-6,(3)2-5,(1)0-1,(1)0-1,(0)1-1,平局
2020,(3)2-5,(7)0-7,(4)0-4,(0)1-1,(1)1-2,(2)4-2,主胜
2021,(3)5-2,(3)4-7,(4)4-8,(2)0-2,(3)0-3,(2)5-3,主胜
2022,(5)11-6,(16)1-17,(14)1-15,(0)2-2,(10)2-12,(2)6-8,客胜
2023,(1)2-1,(0)2-2,(2)1-3,(1)2-3,(1)2-3,(3)5-2,平局
2024,(2)0-2,(1)2-1,(1)2-1,(5)0-5,(2)0-2,(3)2-5,主胜
2025,(1)7-6,(9)11-2,(5)8-3,(1)0-1,(1)0-1,(1)0-1,主胜
2026,(1)0-1,(4)0-4,(0)4-4,(2)1-3,(0)2-2,(1)2-1,平局
2027,(8)10-2,(10)12-2,(10)12-2,(2)9-7,(16)0-16,(15)0-15,客胜
2028,(1)2-3,(5)0-5,(0)0-0,(2)1-3,(2)3-1,(1)0-1,平局
2029,(4)2-6,(1)2-3,(2)3-5,(0)5-5,(1)5-6,(5)3-8,平局
2030,(0)1-1,(1)2-1,(1)2-3,(2)0-2,(0)1-1,(2)1-3,平局
2031,(4)0-4,(5)0-5,(3)4-1,(2)0-2,(1)0-1,(0)1-1,客胜
2032,(4)3-7,(5)3-8,(6)7-1,(1)2-3,(3)2-5,(0)2-2,主胜
2033,(8)0-8,(4)8-4,(4)8-4,(1)0-1,(0)1-1,(2)0-2,主胜
2034,(2)3-1,(0)2-2,(2)0-2,(3)0-3,(3)0-3,(2)1-3,客胜
2035,(4)0-4,(0)2-2,(1)2-1,(2)0-2,(0)2-2,(2)3-1,客胜
2036,(3)4-1,(4)0-4,(2)3-1,(0)1-1,(0)2-2,(2)4-2,平局
2037,(0)1-1,(1)0-1,(3)1-4,(6)7-1,(4)5-1,(1)2-3,平局
2038,(3)4-1,(1)3-2,(2)3-1,(0)1-1,(2)3-1,(2)4-2,平局
2039,(1)3-4,(2)1-3,(2)3-1,(0)1-1,(1)2-1,(3)0-3,平局
2040,(14)15-1,(9)3-12,(8)10-2,(2)0-2,(3)0-3,(0)3-3,平局
2041,(6)2-8,(8)9-1,(9)0-9,(0)0-0,(1)0-1,(1)0-1,主胜
2042,(14)0-14,(12)14-2,(14)15-1,(2)0-2,(2)0-2,(2)0-2,平局
2043,(4)6-2,(0)2-2,(1)3-4,(0)0-0,(1)0-1,(1)0-1,主胜
2044,(3)4-1,(6)5-11,(11)16-5,(7)0-7,(7)0-7,(1)3-4,平局
2045,(0)1-1,(1)0-1,(0)1-1,(6)7-1,(4)5-1,(1)3-2,平局
2046,(4)6-2,(0)4-4,(3)4-1,(0)0-0,(1)0-1,(1)0-1,主胜
2047,(4)6-2,(2)2-4,(1)5-6,(3)6-3,(4)7-3,(9)10-1,平局
2048,(3)1-4,(1)0-1,(3)4-1,(3)0-3,(1)1-2,(0)1-1,客胜
2049,(4)0-4,(0)2-2,(1)2-3,(2)0-2,(0)2-2,(0)1-1,客胜
2050,(5)1-6,(4)1-5,(0)1-1,(0)0-0,(1)0-1,(1)1-2,平局
2051,(2)6-4,(3)4-1,(1)2-3,(1)0-1,(1)0-1,(1)0-1,平局
2052,(5)1-6,(4)1-5,(0)1-1,(0)0-0,(1)0-1,(1)1-2,平局
2053,(0)2-2,(2)4-2,(2)4-6,(1)0-1,(1)0-1,(1)0-1,主胜
2054,(2)0-2,(0)2-2,(1)2-1,(2)0-2,(0)2-2,(2)3-1,客胜
2055,(1)2-1,(3)0-3,(2)1-3,(2)0-2,(1)2-3,(2)1-3,主胜
2056,(3)0-3,(2)3-5,(1)5-6,(5)0-5,(5)0-5,(5)0-5,客胜
2057,(4)0-4,(0)2-2,(1)2-1,(2)0-2,(0)2-2,(2)3-1,客胜
2058,(1)2-3,(5)0-5,(4)0-4,(2)1-3,(2)3-1,(5)6-1,平局
2059,(4)0-4,(0)2-2,(1)2-1,(2)0-2,(0)2-2,(2)3-1,客胜
2060,(0)1-1,(0)1-1,(7)9-2,(1)1-2,(1)2-1,(0)1-1,平局
2061,(0)0-0,(1)0-1,(1)0-1,(0)1-1,(0)2-2,(3)5-2,平局
2062,(0)1-1,(2)0-2,(2)0-2,(1)0-1,(1)0-1,(1)0-1,客胜
2063,(9)13-4,(3)1-4,(3)1-4,(2)3-5,(2)3-5,(8)0-8,客胜
2064,(4)6-2,(0)4-4,(3)4-1,(0)0-0,(1)0-1,(1)0-1,主胜
2065,(1)2-1,(0)1-1,(0)1-1,(1)2-3,(1)3-2,(1)2-1,平局
2066,(4)0-4,(4)8-4,(8)10-2,(2)0-2,(0)1-1,(2)1-3,客胜
2067,(2)0-2,(5)0-5,(3)4-1,(2)0-2,(1)0-1,(1)2-1,客胜
2068,(2)0-2,(0)2-2,(1)4-3,(5)0-5,(1)2-3,(2)1-3,客胜
2069,(4)0-4,(0)2-2,(1)2-1,(2)0-2,(0)2-2,(2)3-1,客胜
2070,(1)0-1,(0)1-1,(3)2-5,(1)0-1,(0)1-1,(0)1-1,平局
2071,(6)7-1,(3)8-5,(1)3-2,(1)0-1,(1)0-1,(1)0-1,主胜
2072,(2)0-2,(0)0-0,(2)0-2,(1)0-1,(0)1-1,(1)1-2,客胜
2073,(2)0-2,(0)2-2,(1)2-1,(2)0-2,(0)2-2,(2)3-1,客胜
2074,(9)10-1,(3)4-1,(1)2-3,(1)0-1,(1)0-1,(1)0-1,平局
2075,(1)3-4,(0)4-4,(2)5-3,(0)1-1,(1)0-1,(5)0-5,平局
2076,(2)3-1,(3)4-1,(4)0-4,(4)0-4,(5)0-5,(4)1-5,平局
2077,(0)1-1,(0)1-1,(3)2-5,(1)0-1,(0)1-1,(0)1-1,平局
2078,(14)0-14,(17)0-17,(1)8-9,(0)0-0,(1)0-1,(3)1-4,客胜
2079,(4)6-2,(0)4-4,(2)1-3,(0)0-0,(1)0-1,(1)0-1,主胜
2080,(1)2-1,(1)2-3,(4)6-2,(1)0-1,(1)0-1,(1)0-1,平局
2081,(12)14-2,(2)4-2,(2)3-1,(3)2-5,(5)7-2,(0)2-2,平局
2082,(11)1-12,(12)1-13,(14)0-14,(1)0-1,(1)0-1,(1)0-1,客胜
2083,(8)0-8,(8)0-8,(3)11-8,(1)0-1,(0)0-0,(2)0-2,客胜
2084,(1)2-1,(0)2-2,(2)1-3,(1)2-3,(1)2-3,(3)5-2,平局
2085,(0)1-1,(2)0-2,(0)2-2,(1)0-1,(1)0-1,(3)0-3,客胜
2086,(2)2-4,(4)2-6,(2)0-2,(2)0-2,(0)2-2,(2)0-2,平局
2087,(6)7-1,(3)8-5,(1)3-2,(1)0-1,(1)0-1,(1)0-1,主胜
2088,(0)0-0,(1)0-1,(2)3-1,(0)1-1,(0)2-2,(2)1-3,平局
2089,(1)1-2,(1)2-1,(3)4-1,(4)6-2,(2)4-2,(1)2-1,平局
2090,(1)2-3,(5)0-5,(3)2-5,(0)1-1,(1)0-1,(3)1-4,客胜
2091,(5)4-9,(6)13-7,(20)0-20,(1)0-1,(1)0-1,(1)0-1,客胜
2092,(3)0-3,(3)0-3,(2)3-5,(5)0-5,(4)5-1,(1)0-1,客胜
2093,(5)1-6,(5)1-6,(3)2-5,(0)0-0,(1)0-1,(0)1-1,平局
2094,(1)0-1,(0)1-1,(6)7-1,(1)0-1,(1)0-1,(1)0-1,平局
2095,(3)4-1,(3)4-1,(0)1-1,(0)1-1,(1)1-2,(0)3-3,平局
2096,(4)6-2,(0)4-4,(3)4-1,(0)0-0,(1)0-1,(1)0-1,主胜
2097,(3)7-4,(9)11-2,(2)0-2,(1)3-4,(1)4-3,(3)4-1,主胜
2098,(6)7-1,(4)4-8,(2)4-6,(0)2-2,(1)3-2,(1)4-5,主胜
2099,(3)4-7,(1)6-5,(3)1-4,(0)0-0,(2)0-2,(0)2-2,平局
2100,(1)0-1,(0)1-1,(3)2-5,(1)0-1,(0)1-1,(0)1-1,平局
2101,(3)4-1,(1)4-5,(7)8-1,(2)3-5,(1)3-2,(2)4-2,平局
2102,(4)11-7,(14)2-16,(8)2-10,(0)3-3,(5)6-1,(0)1-1,主胜
2103,(0)1-1,(2)0-2,(2)0-2,(1)0-1,(1)0-1,(1)0-1,客胜
2104,(10)12-2,(9)3-12,(13)1-14,(4)6-2,(1)3-2,(3)0-3,客胜
2105,(0)1-1,(0)2-2,(1)2-1,(6)7-1,(5)6-1,(2)4-2,平局
2106,(3)1-4,(3)4-1,(1)0-1,(3)1-4,(4)1-5,(6)0-6,平局
2107,(3)4-1,(1)0-1,(2)3-1,(0)1-1,(2)1-3,(3)3-6,平局
2108,(5)7-2,(4)6-2,(8)0-8,(0)0-0,(0)0-0,(0)0-0,平局
2109,(0)1-1,(0)2-2,(1)3-2,(6)7-1,(5)6-1,(4)5-1,平局
2110,(8)14-6,(16)18-2,(2)2-4,(4)1-5,(2)4-2,(4)0-4,平局
2111,(0)1-1,(1)2-1,(1)1-2,(2)0-2,(0)1-1,(1)2-1,平局
2112,(3)4-1,(1)3-2,(0)3-3,(0)1-1,(2)3-1,(1)5-4,平局
2113,(14)0-14,(8)0-8,(2)3-5,(0)0-0,(5)0-5,(5)0-5,客胜
2114,(0)0-0,(1)0-1,(0)1-1,(0)1-1,(0)2-2,(2)3-1,平局
2115,(1)7-6,(6)0-6,(4)10-6,(1)0-1,(1)0-1,(3)0-3,平局
2116,(4)6-2,(0)2-2,(1)3-4,(0)0-0,(1)0-1,(1)0-1,主胜
2117,(1)2-1,(0)2-2,(2)1-3,(1)2-3,(1)2-3,(3)5-2,平局
2118,(3)5-2,(4)5-1,(10)1-11,(5)2-7,(12)2-14,(16)0-16,客胜
2119,(2)2-4,(4)2-6,(2)0-2,(2)0-2,(0)2-2,(2)0-2,平局
2120,(1)2-1,(3)0-3,(0)0-0,(1)0-1,(0)0-0,(1)0-1,客胜
2121,(1)0-1,(3)1-4,(4)0-4,(0)1-1,(0)1-1,(1)0-1,平局
2122,(0)1-1,(1)2-1,(3)4-1,(2)0-2,(0)1-1,(3)1-4,平局
2123,(4)6-2,(0)4-4,(3)4-1,(0)0-0,(1)0-1,(1)0-1,主胜
2124,(6)9-3,(9)0-9,(7)0-7,(3)1-4,(4)1-5,(4)5-1,主胜
2125,(2)1-3,(9)12-3,(7)15-8,(0)3-3,(1)1-2,(2)0-2,平局
2126,(4)0-4,(5)0-5,(1)5-4,(2)0-2,(1)0-1,(1)2-1,客胜
2127,(4)0-4,(2)1-3,(7)8-1,(2)0-2,(2)0-2,(0)1-1,客胜
2128,(12)13-1,(12)13-1,(5)6-1,(1)0-1,(1)0-1,(1)0-1,平局
2129,(1)2-1,(2)0-2,(7)0-7,(0)1-1,(0)1-1,(4)1-5,平局
2130,(10)3-13,(9)3-12,(10)12-2,(1)1-2,(3)0-3,(1)1-2,平局
2131,(0)1-1,(1)2-1,(1)1-2,(1)0-1,(0)1-1,(1)2-1,平局
2132,(6)10-4,(2)4-2,(1)1-2,(3)5-2,(5)7-2,(3)5-2,平局
2133,(3)4-1,(5)0-5,(9)0-9,(1)2-1,(1)0-1,(2)0-2,客胜
2134,(4)0-4,(0)2-2,(1)2-1,(2)0-2,(0)2-2,(2)3-1,客胜
2135,(13)0-13,(12)13-1,(5)6-1,(1)0-1,(1)0-1,(1)0-1,平局
2136,(11)1-12,(8)12-4,(11)5-16,(6)7-1,(3)4-1,(4)0-4,平局
2137,(2)3-1,(0)2-2,(1)2-3,(1)0-1,(4)0-4,(4)0-4,客胜
2138,(2)3-1,(7)3-10,(10)0-10,(7)1-8,(7)1-8,(8)9-1,客胜
2139,(2)1-3,(7)3-10,(4)7-3,(4)6-2,(3)5-2,(5)6-1,客胜
2140,(4)0-4,(5)0-5,(1)2-3,(2)0-2,(1)0-1,(0)1-1,客胜
2141,(3)1-4,(1)0-1,(1)2-1,(3)0-3,(1)1-2,(1)2-1,客胜
2142,(3)1-4,(1)5-4,(5)0-5,(3)0-3,(1)2-1,(1)0-1,客胜
2143,(2)3-1,(0)1-1,(1)2-1,(1)0-1,(3)1-4,(2)1-3,客胜
2144,(10)14-4,(14)0-14,(2)0-2,(4)0-4,(2)0-2,(1)2-1,平局
2145,(2)9-7,(4)7-3,(1)2-3,(2)0-2,(3)0-3,(3)0-3,客胜
2146,(2)2-4,(6)0-6,(2)0-2,(1)0-1,(1)0-1,(1)0-1,主胜
2147,(2)0-2,(2)4-2,(4)2-6,(1)0-1,(1)0-1,(1)0-1,主胜
2148,(4)0-4,(0)2-2,(8)10-2,(2)0-2,(0)2-2,(2)1-3,客胜
2149,(3)5-2,(5)7-12,(12)0-12,(5)2-7,(3)4-7,(7)2-9,主胜
2150,(9)11-2,(0)1-1,(1)1-2,(0)3-3,(1)2-1,(1)0-1,平局
2151,(1)4-3,(6)1-7,(3)1-4,(0)0-0,(1)0-1,(0)1-1,平局
2152,(11)0-11,(11)0-11,(9)0-9,(0)1-1,(1)0-1,(0)1-1,平局
2153,(4)5-1,(3)4-1,(2)3-1,(0)1-1,(1)1-2,(0)3-3,客胜
2154,(1)2-1,(0)1-1,(0)1-1,(1)2-3,(1)3-2,(1)2-1,平局
2155,(1)7-6,(3)8-5,(5)8-3,(1)0-1,(1)0-1,(1)0-1,主胜
2156,(4)0-4,(0)2-2,(1)2-1,(2)0-2,(0)2-2,(2)3-1,客胜
2157,(7)3-10,(8)10-2,(6)8-2,(3)1-4,(3)1-4,(1)1-2,主胜
2158,(4)0-4,(4)0-4,(2)1-3,(2)0-2,(0)1-1,(0)1-1,客胜
2159,(0)2-2,(2)2-4,(9)13-4,(3)1-4,(5)0-5,(3)5-8,平局
2160,(10)3-13,(4)10-6,(4)5-1,(1)1-2,(1)1-2,(1)1-2,平局
2161,(2)0-2,(0)2-2,(2)4-2,(5)0-5,(1)2-3,(1)4-3,客胜
2162,(6)7-1,(3)8-5,(1)3-2,(1)0-1,(1)0-1,(1)0-1,主胜
2163,(2)2-4,(4)0-4,(19)0-19,(1)0-1,(1)0-1,(1)0-1,主胜
2164,(3)7-4,(2)7-5,(1)12-11,(7)0-7,(0)0-0,(7)0-7,主胜
2165,(0)2-2,(1)2-3,(2)5-3,(1)0-1,(0)1-1,(1)0-1,主胜
2166,(4)0-4,(4)0-4,(3)0-3,(1)0-1,(1)0-1,(1)1-2,平局
2167,(1)0-1,(4)0-4,(2)3-1,(0)1-1,(1)0-1,(0)1-1,平局
2168,(7)0-7,(0)0-0,(4)0-4,(4)0-4,(2)3-1,(1)0-1,平局
2169,(2)0-2,(1)0-1,(1)0-1,(1)0-1,(1)1-2,(1)2-1,客胜
2170,(4)0-4,(2)4-6,(1)5-6,(1)0-1,(1)0-1,(0)1-1,平局
2171,(9)10-1,(3)4-1,(1)3-2,(1)0-1,(1)0-1,(1)1-2,平局
2172,(3)4-1,(4)0-4,(2)3-1,(0)1-1,(0)2-2,(2)4-2,平局
2173,(4)0-4,(2)1-3,(2)1-3,(2)0-2,(2)0-2,(0)1-1,客胜
2174,(4)6-2,(0)4-4,(3)4-1,(0)0-0,(1)0-1,(1)0-1,主胜
2175,(0)1-1,(8)10-2,(8)12-4,(3)5-2,(1)4-3,(1)4-3,主胜
2176,(3)5-2,(5)6-1,(5)6-1,(2)2-4,(5)1-6,(2)1-3,平局
2177,(7)0-7,(4)0-4,(4)0-4,(4)0-4,(4)0-4,(1)0-1,平局
2178,(2)1-3,(3)1-4,(3)4-1,(0)4-4,(2)3-1,(1)2-1,平局
2179,(1)1-2,(1)1-2,(1)0-1,(1)0-1,(2)1-3,(2)1-3,客胜
2180,(6)7-1,(6)7-1,(1)7-8,(1)0-1,(0)0-0,(4)0-4,主胜
2181,(10)12-2,(5)12-7,(11)15-4,(4)6-2,(0)1-1,(1)0-1,客胜
2182,(3)1-4,(1)3-4,(1)2-3,(3)0-3,(2)3-1,(0)1-1,客胜
2183,(2)0-2,(0)1-1,(1)0-1,(0)0-0,(1)0-1,(0)1-1,平局
2184,(0)2-2,(3)5-2,(3)4-1,(3)2-5,(4)3-7,(9)3-12,主胜
2185,(10)3-13,(7)10-3,(0)3-3,(1)1-2,(4)1-5,(4)1-5,平局
2186,(10)3-13,(4)3-7,(3)10-7,(1)1-2,(3)0-3,(1)1-2,平局
2187,(1)4-5,(9)0-9,(4)0-4,(2)0-2,(2)0-2,(1)0-1,客胜
2188,(1)0-1,(0)1-1,(1)1-2,(1)0-1,(0)1-1,(1)2-1,平局
2189,(7)0-7,(0)0-0,(4)0-4,(4)0-4,(2)3-1,(1)0-1,平局
2190,(2)0-2,(0)2-2,(2)4-2,(2)0-2,(0)2-2,(1)4-3,客胜
2191,(1)0-1,(2)0-2,(1)1-2,(4)2-6,(4)2-6,(6)7-1,平局
2192,(1)1-2,(3)6-3,(3)3-6,(5)0-5,(3)5-2,(5)2-7,平局
2193,(6)0-6,(2)0-2,(0)1-1,(5)0-5,(3)1-4,(1)0-1,主胜
2194,(4)1-5,(1)3-2,(5)8-3,(0)0-0,(1)0-1,(1)0-1,主胜
2195,(1)0-1,(12)13-1,(1)7-6,(1)0-1,(1)0-1,(0)0-0,平局
2196,(1)2-1,(1)2-3,(2)0-2,(2)3-1,(0)1-1,(2)0-2,客胜
2197,(2)0-2,(2)4-2,(4)2-6,(1)0-1,(1)0-1,(1)0-1,主胜
2198,(2)3-1,(3)4-1,(4)0-4,(4)0-4,(5)0-5,(4)1-5,平局
2199,(2)1-3,(9)1-10,(9)10-1,(0)5-5,(8)1-9,(5)2-7,主胜
2200,(1)0-1,(0)1-1,(1)1-2,(1)0-1,(0)1-1,(1)2-1,平局
2201,(6)7-1,(3)8-5,(1)3-2,(1)0-1,(1)0-1,(1)0-1,主胜
2202,(10)14-4,(8)11-3,(7)10-3,(0)1-1,(5)1-6,(4)5-1,客胜
2203,(0)2-2,(2)4-2,(2)4-6,(1)0-1,(1)0-1,(1)0-1,主胜
2204,(1)2-3,(1)5-4,(3)3-6,(0)4-4,(0)2-2,(0)2-2,平局
2205,(0)1-1,(1)1-2,(0)3-3,(6)7-1,(3)5-2,(1)5-4,平局
2206,(8)0-8,(4)8-4,(4)8-4,(1)0-1,(0)1-1,(2)0-2,主胜
2207,(4)0-4,(0)2-2,(8)10-2,(2)0-2,(0)2-2,(2)1-3,客胜
2208,(3)1-4,(1)0-1,(3)4-1,(3)0-3,(1)1-2,(0)1-1,客胜
2209,(1)5-6,(8)3-11,(14)0-14,(5)0-5,(5)0-5,(6)0-6,客胜
2210,(5)7-2,(4)6-2,(8)0-8,(0)0-0,(0)0-0,(0)0-0,平局
2211,(2)5-3,(1)4-3,(5)6-1,(2)1-3,(4)1-5,(3)2-5,平局
2212,(5)1-6,(4)1-5,(6)1-7,(0)0-0,(1)0-1,(1)0-1,平局
2213,(5)1-6,(4)1-5,(2)3-5,(0)0-0,(1)0-1,(0)1-1,平局
2214,(0)1-1,(1)1-2,(1)3-2,(6)7-1,(3)5-2,(4)5-1,平局
2215,(2)0-2,(0)2-2,(3)4-1,(2)0-2,(0)2-2,(1)2-1,客胜
2216,(3)4-1,(5)0-5,(2)0-2,(1)2-1,(1)0-1,(2)0-2,客胜
2217,(0)0-0,(3)0-3,(2)3-5,(6)0-6,(4)5-1,(1)0-1,客胜
2218,(1)1-2,(0)3-3,(6)9-3,(5)0-5,(1)5-6,(3)7-4,平局
2219,(0)2-2,(2)0-2,(0)2-2,(0)2-2,(2)0-2,(3)0-3,平局
2220,(4)8-4,(2)2-4,(3)5-2,(5)1-6,(4)7-3,(2)3-1,客胜
2221,(2)0-2,(1)2-1,(0)1-1,(0)1-1,(0)1-1,(0)2-2,平局
2222,(0)0-0,(0)0-0,(2)0-2,(0)1-1,(1)3-2,(5)0-5,平局
2223,(5)1-6,(4)6-2,(8)0-8,(0)0-0,(0)0-0,(0)0-0,平局
2224,(1)2-1,(2)0-2,(4)0-4,(0)1-1,(0)1-1,(0)1-1,平局
2225,(4)6-2,(0)2-2,(1)3-4,(0)0-0,(1)0-1,(1)0-1,主胜
2226,(1)0-1,(0)1-1,(3)2-5,(1)0-1,(0)1-1,(0)1-1,平局
2227,(0)0-0,(0)0-0,(1)0-1,(0)1-1,(1)3-2,(3)5-2,平局
2228,(2)2-4,(6)0-6,(19)0-19,(1)0-1,(1)0-1,(1)0-1,主胜
2229,(2)0-2,(0)1-1,(6)7-1,(0)0-0,(1)0-1,(1)0-1,平局
2230,(3)1-4,(4)0-4,(2)3-1,(1)0-1,(1)0-1,(0)1-1,平局
2231,(4)0-4,(4)8-4,(6)9-3,(2)0-2,(0)1-1,(1)0-1,客胜
2232,(1)2-1,(2)1-3,(4)0-4,(3)0-3,(1)4-3,(0)4-4,平局
2233,(10)12-2,(2)5-7,(5)5-10,(4)6-2,(1)2-1,(0)1-1,客胜
2234,(1)1-2,(0)3-3,(0)3-3,(5)0-5,(3)2-5,(5)7-2,平局
2235,(1)0-1,(0)1-1,(4)6-2,(1)0-1,(0)1-1,(2)0-2,平局
2236,(2)0-2,(0)2-2,(2)4-2,(2)0-2,(0)2-2,(1)4-3,客胜
2237,(0)1-1,(2)1-3,(3)4-1,(6)7-1,(0)1-1,(1)2-1,平局
2238,(1)0-1,(1)1-2,(1)1-2,(1)1-2,(2)0-2,(1)0-1,平局
2239,(4)0-4,(0)2-2,(1)2-1,(2)0-2,(0)2-2,(2)3-1,客胜
2240,(1)5-6,(9)1-10,(4)3-7,(8)1-9,(8)2-10,(3)5-2,平局
2241,(1)2-1,(1)2-3,(3)1-4,(2)0-2,(0)1-1,(1)0-1,主胜
2242,(0)10-10,(4)10-6,(12)14-2,(1)2-3,(4)2-6,(4)4-8,平局
2243,(7)1-8,(5)7-2,(4)6-2,(0)4-4,(1)4-3,(11)14-3,平局
2244,(14)0-14,(8)0-8,(1)8-9,(0)0-0,(5)0-5,(3)1-4,客胜
2245,(6)7-1,(3)8-5,(1)3-2,(1)0-1,(1)0-1,(1)0-1,主胜
2246,(1)4-5,(1)5-4,(3)4-1,(2)0-2,(1)2-1,(0)1-1,客胜
2247,(4)6-2,(0)4-4,(1)3-4,(0)0-0,(1)0-1,(1)0-1,主胜
2248,(8)2-10,(1)2-1,(1)2-1,(2)3-1,(1)1-2,(0)3-3,平局
2249,(4)6-2,(0)4-4,(3)4-1,(0)0-0,(1)0-1,(1)0-1,主胜
2250,(6)7-1,(1)0-1,(2)3-1,(1)0-1,(1)0-1,(0)1-1,主胜
2251,(2)6-4,(3)4-1,(1)3-2,(1)0-1,(1)0-1,(1)1-2,平局
2252,(4)6-2,(0)4-4,(3)4-1,(0)0-0,(1)0-1,(1)0-1,主胜
2253,(4)0-4,(4)0-4,(3)4-1,(2)0-2,(1)0-1,(0)1-1,客胜
2254,(1)2-1,(0)1-1,(1)0-1,(1)2-3,(1)3-2,(4)5-1,平局
2255,(2)6-4,(3)4-1,(1)2-1,(1)0-1,(1)0-1,(1)0-1,平局
2256,(2)0-2,(0)2-2,(2)4-2,(2)0-2,(0)2-2,(1)4-3,客胜
2257,(1)0-1,(0)1-1,(1)1-2,(1)0-1,(0)1-1,(1)2-1,平局
2258,(2)6-4,(3)4-1,(1)2-3,(1)0-1,(1)0-1,(1)0-1,平局
2259,(3)1-4,(2)2-4,(6)0-6,(3)5-2,(7)0-7,(1)0-1,主胜
2260,(2)2-4,(4)0-4,(2)0-2,(1)0-1,(1)0-1,(1)0-1,主胜
2261,(14)0-14,(8)0-8,(2)3-5,(0)0-0,(5)0-5,(5)0-5,客胜
2262,(2)6-4,(3)4-1,(1)2-1,(1)0-1,(1)0-1,(1)0-1,平局
2263,(4)0-4,(0)2-2,(1)2-1,(2)0-2,(0)2-2,(2)3-1,客胜
2264,(1)1-2,(0)3-3,(6)3-9,(5)0-5,(3)2-5,(4)3-7,平局
2265,(3)4-1,(4)5-1,(1)2-1,(0)1-1,(7)8-1,(2)5-3,平局
2266,(1)0-1,(1)0-1,(0)1-1,(4)2-6,(4)5-1,(1)3-2,平局
2267,(5)6-1,(2)6-4,(4)10-6,(1)0-1,(3)1-4,(3)4-1,平局
2268,(1)2-1,(0)3-3,(0)3-3,(2)0-2,(2)0-2,(3)0-3,主胜
2269,(6)7-1,(3)8-5,(1)3-2,(1)0-1,(1)0-1,(1)0-1,平局
2270,(3)6-3,(7)2-9,(9)10-1,(2)3-5,(3)8-5,(9)11-2,平局
2271,(0)2-2,(1)2-3,(1)4-5,(1)0-1,(0)1-1,(0)1-1,主胜
2272,(1)0-1,(0)1-1,(4)6-2,(1)0-1,(0)1-1,(2)0-2,平局
2273,(0)1-1,(2)0-2,(1)1-2,(1)1-2,(0)1-1,(1)2-1,平局
2274,(0)1-1,(2)0-2,(2)0-2,(1)0-1,(1)0-1,(0)0-0,客胜
2275,(2)0-2,(2)0-2,(3)2-5,(2)0-2,(5)0-5,(3)1-4,客胜
2276,(11)13-2,(11)15-4,(13)3-16,(1)0-1,(0)0-0,(5)0-5,主胜
2277,(1)4-5,(3)6-3,(6)6-12,(3)2-5,(2)3-5,(7)8-1,平局
2278,(4)6-2,(2)4-2,(2)4-6,(0)0-0,(1)0-1,(1)0-1,客胜
2279,(9)10-1,(1)6-5,(4)6-2,(1)0-1,(1)0-1,(1)0-1,平局
2280,(7)3-10,(6)2-8,(6)8-2,(3)1-4,(0)2-2,(1)1-2,客胜
2281,(1)0-1,(4)0-4,(3)4-1,(2)1-3,(3)4-1,(5)0-5,平局
2282,(10)0-10,(12)0-12,(10)12-2,(5)6-1,(14)15-1,(15)0-15,客胜
2283,(3)5-2,(1)4-3,(0)4-4,(1)3-2,(3)4-1,(3)4-1,平局
2284,(10)3-13,(1)7-6,(4)5-1,(1)1-2,(1)0-1,(1)1-2,平局
2285,(0)2-2,(0)2-2,(2)1-3,(1)2-1,(1)3-2,(2)3-1,客胜
2286,(10)3-13,(4)10-6,(6)0-6,(1)1-2,(1)1-2,(1)0-1,平局
2287,(3)0-3,(3)0-3,(1)0-1,(1)0-1,(2)0-2,(0)2-2,平局
2288,(1)0-1,(8)9-1,(2)6-4,(8)9-1,(9)0-9,(7)1-8,平局
2289,(0)1-1,(2)1-3,(3)1-4,(6)7-1,(0)1-1,(0)1-1,平局
2290,(5)1-6,(4)1-5,(3)5-2,(0)0-0,(1)0-1,(1)0-1,平局
2291,(4)5-1,(2)4-2,(4)0-4,(0)1-1,(1)2-1,(0)3-3,客胜
2292,(4)5-1,(2)4-2,(4)0-4,(0)1-1,(1)2-1,(0)3-3,客胜
2293,(5)2-7,(14)2-16,(9)7-16,(5)6-1,(1)6-7,(5)4-9,平局
2294,(4)0-4,(5)0-5,(1)2-3,(2)0-2,(1)0-1,(0)1-1,客胜
2295,(2)2-4,(4)0-4,(16)0-16,(1)0-1,(1)0-1,(3)1-4,主胜
2296,(2)4-2,(1)3-2,(1)3-4,(1)0-1,(1)0-1,(1)0-1,主胜
2297,(3)6-3,(3)6-9,(2)4-2,(2)3-5,(4)6-2,(1)3-2,平局
2298,(5)7-2,(5)7-2,(0)1-1,(0)0-0,(0)0-0,(1)0-1,平局
2299,(4)0-4,(0)2-2,(1)2-1,(2)0-2,(0)2-2,(2)3-1,客胜
2300,(0)5-5,(8)1-9,(8)1-9,(1)0-1,(1)1-2,(2)0-2,客胜
